image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
MAMN (1680).jpg,positive,neutral,neutral,neutral
KAM(971).jpg,positive,positive,positive,positive
MAMN (1887).jpg,neutral,neutral,neutral,neutral
KAM (152).png,positive,positive,positive,positive
osage (286).jpg,negative,negative,negative,negative
KAM(985).jpg,positive,positive,positive,positive
MAMN (303).jpg,neutral,neutral,neutral,neutral
papaya (57).jpg,negative,negative,negative,negative
apple (98).jpg,positive,positive,positive,positive
KAM (16).png,positive,positive,positive,positive
MAMN (363).jpg,neutral,neutral,neutral,neutral
kiwi (327).jpg,negative,negative,negative,negative
grape (68).jpg,negative,negative,negative,negative
MAMN (409).jpg,neutral,neutral,neutral,neutral
MAMN (848).jpg,neutral,neutral,neutral,neutral
KAM (148).jpg,positive,positive,positive,positive
peach (81).jpg,negative,negative,negative,negative
KAM(112).png,positive,positive,positive,positive
KAM(436).jpg,positive,positive,positive,positive
yellow (328).jpg,negative,negative,negative,negative
KAM(419).jpg,negative,negative,negative,negative
KAM(1315).jpg,positive,positive,positive,positive
MAMN (1595).jpg,neutral,neutral,neutral,neutral
avocados (542).jpg,negative,negative,negative,negative
MAMN (834).jpg,neutral,neutral,neutral,neutral
KAM (38).png,positive,positive,positive,positive
KAM (165).png,negative,negative,negative,negative
yellow (382).jpg,negative,negative,negative,negative
yellow (76).jpg,negative,negative,negative,negative
MAMN (396).jpg,neutral,neutral,neutral,neutral
papaya (1).jpg,negative,negative,negative,negative
KAM(1221).jpg,positive,positive,positive,positive
KAM (768).jpg,positive,positive,positive,positive
avocados (481).jpg,neutral,neutral,neutral,neutral
osage (418).jpg,negative,negative,negative,negative
osage (93).jpg,neutral,negative,positive,negative
yellow (296).jpg,negative,negative,negative,negative
kiwi (83).jpg,positive,positive,positive,positive
KAM (777).jpg,positive,positive,positive,positive
kiwi (172).jpg,negative,negative,negative,negative
KAM (673).jpg,positive,positive,positive,positive
KAM(1362).jpg,positive,positive,negative,positive
KAM (425).jpg,neutral,positive,positive,positive
yellow (498).jpg,negative,negative,negative,negative
KAM (391).jpg,negative,negative,negative,negative
KAM (660).jpg,positive,positive,positive,positive
grape (297).jpg,negative,negative,positive,negative
yellow (74).jpg,positive,negative,negative,negative
KAM (691).jpg,negative,neutral,negative,negative
avocados (408).jpg,negative,negative,neutral,negative
KAM(324).jpg,positive,positive,positive,positive
KAM(1097).jpg,positive,positive,positive,positive
avocados (451).jpg,negative,negative,negative,negative
yellow (508).jpg,negative,negative,negative,negative
apple (67).jpg,positive,positive,positive,positive
MAMN (754).jpg,neutral,neutral,neutral,neutral
apple (6).jpg,positive,positive,positive,positive
kiwi (211).jpg,negative,negative,negative,negative
osage (100).jpg,positive,negative,negative,negative
KAM(718).jpg,negative,negative,negative,negative
avocados (93).jpg,negative,negative,positive,negative
kiwi (90).jpg,neutral,negative,positive,negative
MAMN (1060).jpg,neutral,neutral,neutral,neutral
KAM (99).png,positive,positive,positive,positive
MAMN (1898).jpg,neutral,neutral,neutral,neutral
avocados (611).jpg,negative,negative,negative,negative
KAM(149).png,positive,positive,positive,positive
KAM(428).jpg,negative,negative,negative,negative
avocados (337).jpg,negative,negative,negative,negative
KAM(1184).jpg,positive,positive,positive,positive
MAMN (1870).jpg,neutral,neutral,neutral,neutral
MAMN (1426).jpg,neutral,neutral,neutral,neutral
peach (84).jpg,positive,positive,positive,positive
MAMN (1992).jpg,neutral,neutral,neutral,neutral
KAM(568).jpg,positive,positive,positive,positive
MAMN (1298).jpg,neutral,neutral,neutral,neutral
KAM(1326).jpg,positive,positive,positive,positive
MAMN (1063).jpg,neutral,neutral,neutral,neutral
MAMN (1851).jpg,neutral,neutral,neutral,neutral
violance (18).jpg,negative,negative,negative,negative
grape (203).jpg,positive,positive,positive,positive
cherry (52).jpg,negative,negative,negative,negative
apple (89).jpg,positive,positive,positive,positive
avocados (578).jpg,negative,negative,negative,negative
KAM (175).jpg,positive,positive,positive,positive
avocados (266).jpg,negative,negative,negative,negative
KAM(673).jpg,positive,positive,positive,positive
papaya (148).jpg,neutral,neutral,neutral,neutral
MAMN (986).jpg,neutral,neutral,neutral,neutral
dirty (127).jpg,negative,negative,negative,negative
KAM(1168).jpg,positive,positive,positive,positive
cherry (28).jpg,negative,negative,negative,negative
kiwi (66).jpg,negative,negative,negative,negative
MAMN (2082).jpg,neutral,neutral,neutral,neutral
KAM (131).png,positive,positive,positive,positive
MAMN (41).png,neutral,neutral,neutral,neutral
KAM(260).jpg,positive,positive,positive,positive
MAMN (1412).jpg,neutral,neutral,neutral,neutral
avocados (155).jpg,negative,negative,negative,negative
KAM (718).jpg,negative,negative,negative,negative
avocados (536).jpg,positive,positive,positive,positive
MAMN (1106).jpg,neutral,neutral,neutral,neutral
KAM (220).png,negative,negative,negative,negative
MAMN (993).jpg,neutral,neutral,neutral,neutral
KAM(16).png,positive,positive,positive,positive
MAMN (1570).jpg,neutral,neutral,neutral,neutral
KAM(1125).jpg,positive,positive,positive,positive
KAM (245).jpg,positive,positive,positive,positive
MAMN (1572).jpg,negative,neutral,positive,neutral
MAMN (945).jpg,neutral,positive,neutral,neutral
MAMN (36).png,negative,neutral,neutral,neutral
KAM(367).jpg,positive,positive,positive,positive
yellow (419).jpg,negative,negative,negative,negative
peach (187).jpg,negative,negative,negative,negative
avocados (731).jpg,negative,negative,negative,negative
KAM(563).jpg,positive,positive,positive,positive
KAM(434).jpg,negative,negative,negative,negative
KAM(802).jpg,positive,positive,positive,positive
MAMN (1202).jpg,neutral,neutral,neutral,neutral
KAM (561).jpg,positive,positive,positive,positive
MAMN (437).jpg,neutral,neutral,neutral,neutral
yellow (390).jpg,negative,negative,negative,negative
MAMN (359).jpg,neutral,neutral,neutral,neutral
grape (20).jpg,neutral,negative,negative,negative
meme104.jpeg,negative,negative,negative,negative
yellow (87).jpg,negative,positive,negative,negative
avocados (168).jpg,negative,negative,neutral,negative
KAM(627).jpg,positive,positive,positive,positive
osage (282).jpg,negative,negative,negative,negative
KAM (579).jpg,neutral,positive,positive,positive
KAM(124).jpg,positive,negative,positive,positive
KAM(179).jpg,positive,positive,neutral,positive
apple (62).jpg,neutral,positive,positive,positive
kiwi (121).jpg,positive,negative,positive,positive
osage (337).jpg,positive,positive,positive,positive
avocados (717).jpg,negative,negative,negative,negative
avocados (648).jpg,negative,negative,negative,negative
MAMN (1382).jpg,neutral,neutral,neutral,neutral
KAM(836).jpg,positive,positive,positive,positive
yellow (395).jpg,negative,negative,negative,negative
grape (276).jpg,negative,negative,negative,negative
MAMN (22).png,neutral,neutral,neutral,neutral
KAM(839).jpg,positive,positive,positive,positive
MAMN (1984).jpg,neutral,neutral,neutral,neutral
KAM(421).jpg,positive,neutral,positive,positive
KAM(440).jpg,positive,positive,negative,positive
KAM(1081).jpg,positive,positive,positive,positive
KAM (650).jpg,neutral,positive,positive,positive
KAM (85).jpg,positive,positive,positive,positive
KAM(1196).jpg,positive,positive,neutral,positive
KAM(64).jpg,negative,negative,negative,negative
osage (246).jpg,negative,positive,negative,negative
avocados (165).jpg,negative,negative,negative,negative
MAMN (1947).jpg,neutral,neutral,neutral,neutral
grape (94).jpg,negative,negative,negative,negative
KAM(510).jpg,positive,positive,positive,positive
MAMN (1295).jpg,neutral,neutral,neutral,neutral
KAM (93).png,positive,positive,positive,positive
KAM (68).jpg,positive,positive,positive,positive
MAMN (865).jpg,neutral,neutral,neutral,neutral
KAM (29).jpg,positive,positive,positive,positive
KAM (142).png,positive,positive,positive,positive
osage (261).jpg,negative,negative,negative,negative
MAMN (1836).jpg,neutral,neutral,neutral,neutral
osage (329).jpg,negative,negative,negative,negative
MAMN (1023).jpg,neutral,neutral,neutral,neutral
MAMN (467).jpg,neutral,neutral,neutral,neutral
avocados (570).jpg,negative,negative,negative,negative
KAM (334).jpg,negative,negative,negative,negative
MAMN (928).jpg,neutral,neutral,neutral,neutral
KAM (151).png,positive,positive,positive,positive
osage (9).jpg,negative,negative,negative,negative
KAM(931).jpg,positive,positive,positive,positive
MAMN (1693).jpg,neutral,neutral,neutral,neutral
MAMN (868).jpg,neutral,neutral,neutral,neutral
KAM (211).png,positive,positive,positive,positive
KAM (505).jpg,positive,positive,positive,positive
MAMN (1974).jpg,neutral,neutral,neutral,neutral
KAM(1376).jpg,positive,positive,positive,positive
avocados (296).jpg,neutral,neutral,neutral,neutral
KAM(77).png,negative,negative,negative,negative
kiwi (188).jpg,negative,negative,negative,negative
apple (191).jpg,negative,negative,negative,negative
KAM(630).jpg,positive,positive,positive,positive
osage (382).jpg,negative,negative,negative,negative
KAM (532).jpg,positive,positive,positive,positive
MAMN (1775).jpg,neutral,neutral,neutral,neutral
KAM(47).jpg,negative,negative,negative,negative
dirty (68).jpg,negative,negative,negative,negative
yellow (402).jpg,negative,negative,positive,negative
MAMN (2092).jpg,neutral,neutral,neutral,neutral
avocados (55).jpg,negative,negative,negative,negative
osage (222).jpg,negative,negative,negative,negative
KAM(1056).jpg,positive,positive,positive,positive
KAM(289).jpg,positive,positive,positive,positive
violance (17).jpg,negative,negative,negative,negative
KAM(570).jpg,positive,positive,positive,positive
dirty (73).jpg,negative,negative,negative,negative
MAMN (1550).jpg,neutral,neutral,neutral,neutral
papaya (52).jpg,positive,positive,positive,positive
KAM(134).jpg,positive,positive,positive,positive
yellow (362).jpg,neutral,neutral,neutral,neutral
avocados (129).jpg,negative,negative,negative,negative
MAMN (1741).jpg,neutral,neutral,neutral,neutral
KAM(559).jpg,negative,negative,negative,negative
papaya (150).jpg,positive,positive,positive,positive
KAM(997).jpg,negative,negative,negative,negative
MAMN (1101).jpg,neutral,neutral,neutral,neutral
grape (32).jpg,positive,positive,positive,positive
dirty (9).jpg,negative,negative,negative,negative
KAM (385).jpg,positive,positive,positive,positive
KAM(1094).jpg,positive,positive,positive,positive
avocados (621).jpg,negative,negative,negative,negative
KAM (710).jpg,positive,positive,positive,positive
KAM(928).jpg,positive,positive,positive,positive
MAMN (815).jpg,neutral,neutral,neutral,neutral
papaya (22).jpg,positive,positive,positive,positive
osage (203).jpg,negative,negative,negative,negative
KAM(973).jpg,positive,positive,positive,positive
KAM(470).jpg,positive,neutral,negative,positive
KAM(195).jpg,positive,positive,positive,positive
MAMN (415).jpg,neutral,neutral,neutral,neutral
avocados (199).jpg,negative,negative,negative,negative
papaya (142).jpg,positive,neutral,neutral,neutral
MAMN (1878).jpg,neutral,positive,neutral,neutral
MAMN (1783).jpg,neutral,neutral,neutral,neutral
apple (105).jpg,positive,positive,positive,positive
KAM (176).png,positive,positive,positive,positive
avocados (68).jpg,negative,negative,negative,negative
apple (25).jpg,negative,negative,negative,negative
KAM(887).jpg,positive,positive,positive,positive
KAM (75).jpg,positive,positive,positive,positive
osage (364).jpg,negative,negative,negative,negative
KAM(694).jpg,positive,positive,positive,positive
peach (210).jpg,negative,negative,negative,negative
KAM(562).jpg,positive,positive,positive,positive
MAMN (488).jpg,neutral,neutral,neutral,neutral
KAM(1378).jpg,positive,positive,positive,positive
dirty (52).jpg,negative,negative,negative,negative
grape (76).jpg,positive,positive,neutral,positive
KAM(652).jpg,positive,positive,positive,positive
apple (172).jpg,negative,positive,positive,positive
MAMN (1102).jpg,neutral,neutral,neutral,neutral
KAM(921).jpg,positive,positive,positive,positive
KAM(785).jpg,positive,positive,positive,positive
yellow (97).jpg,positive,negative,negative,negative
avocados (419).jpg,negative,negative,negative,negative
osage (241).jpg,negative,negative,positive,negative
KAM(1042).jpg,positive,positive,positive,positive
grape (274).jpg,negative,negative,negative,negative
MAMN (52).png,neutral,neutral,neutral,neutral
apple (61).jpg,negative,negative,negative,negative
grape (254).jpg,positive,positive,positive,positive
KAM (480).jpg,negative,negative,negative,negative
yellow (144).jpg,negative,negative,negative,negative
cherry (68).jpg,positive,positive,neutral,positive
KAM (28).jpg,positive,positive,positive,positive
KAM (491).jpg,neutral,positive,positive,positive
grape (113).jpg,negative,negative,negative,negative
KAM(993).jpg,positive,positive,positive,positive
yellow (512).jpg,negative,negative,negative,negative
KAM (262).jpg,positive,positive,positive,positive
KAM(4).png,negative,negative,negative,negative
peach (115).jpg,negative,negative,negative,negative
KAM(1109).jpg,positive,positive,positive,positive
yellow (495).jpg,negative,negative,negative,negative
MAMN (698).jpg,neutral,neutral,neutral,neutral
KAM (142).jpg,negative,negative,negative,negative
osage (402).jpg,negative,negative,negative,negative
MAMN (1968).jpg,neutral,neutral,neutral,neutral
yellow (453).jpg,negative,negative,negative,negative
KAM(1084).jpg,positive,positive,positive,positive
apple (151).jpg,negative,negative,negative,negative
KAM (37).jpg,negative,negative,negative,negative
MAMN (2083).jpg,neutral,neutral,neutral,neutral
KAM (408).jpg,positive,positive,positive,positive
peach (34).jpg,positive,negative,negative,negative
KAM(1200).jpg,negative,positive,negative,negative
yellow (100).jpg,negative,negative,negative,negative
MAMN (1437).jpg,neutral,neutral,neutral,neutral
yellow (163).jpg,neutral,neutral,neutral,neutral
KAM(860).jpg,positive,positive,positive,positive
KAM(771).jpg,positive,positive,positive,positive
meme97.jpeg,negative,negative,negative,negative
MAMN (1367).jpg,neutral,neutral,neutral,neutral
osage (136).jpg,negative,negative,negative,negative
KAM(524).jpg,positive,positive,positive,positive
osage (273).jpg,negative,negative,negative,negative
MAMN (1258).jpg,neutral,neutral,neutral,neutral
MAMN (520).jpg,neutral,neutral,neutral,neutral
avocados (756).jpg,negative,negative,negative,negative
KAM(1340).jpg,positive,positive,positive,positive
avocados (422).jpg,negative,negative,negative,negative
grape (286).jpg,negative,negative,negative,negative
KAM(934).jpg,positive,positive,positive,positive
avocados (453).jpg,neutral,neutral,neutral,neutral
KAM(845).jpg,positive,positive,positive,positive
KAM(707).jpg,positive,positive,positive,positive
KAM(960).jpg,negative,negative,negative,negative
osage (358).jpg,negative,negative,negative,negative
osage (134).jpg,negative,negative,negative,negative
KAM(259).jpg,positive,positive,positive,positive
apple (224).jpg,negative,negative,negative,negative
KAM(1223).jpg,positive,positive,positive,positive
KAM (192).jpg,positive,positive,positive,positive
yellow (410).jpg,negative,negative,negative,negative
MAMN (346).jpg,neutral,neutral,negative,neutral
MAMN (2056).jpg,neutral,neutral,neutral,neutral
MAMN (1944).jpg,positive,negative,neutral,neutral
osage (360).jpg,negative,negative,negative,negative
KAM(656).jpg,positive,positive,positive,positive
grape (262).jpg,neutral,neutral,neutral,neutral
peach (185).jpg,negative,negative,negative,negative
MAMN (877).jpg,neutral,neutral,neutral,neutral
osage (250).jpg,positive,positive,positive,positive
apple (55).jpg,positive,positive,positive,positive
apple (96).jpg,positive,positive,positive,positive
osage (253).jpg,negative,negative,negative,negative
grape (346).jpg,positive,positive,positive,positive
KAM(1274).jpg,negative,negative,negative,negative
MAMN (1111).jpg,neutral,neutral,neutral,neutral
MAMN (907).jpg,neutral,neutral,neutral,neutral
KAM(214).jpg,positive,positive,positive,positive
KAM(1210).jpg,positive,positive,positive,positive
osage (88).jpg,negative,negative,negative,negative
MAMN (1094).jpg,neutral,neutral,neutral,neutral
avocados (760).jpg,negative,negative,negative,negative
KAM (117).png,positive,positive,positive,positive
KAM (217).png,negative,negative,negative,negative
avocados (134).jpg,negative,negative,negative,negative
KAM(384).jpg,positive,positive,positive,positive
apple (136).jpg,negative,negative,negative,negative
KAM (73).png,negative,negative,negative,negative
papaya (67).jpg,positive,positive,positive,positive
MAMN (1212).jpg,neutral,neutral,neutral,neutral
KAM (514).jpg,positive,positive,positive,positive
kiwi (132).jpg,negative,negative,negative,negative
KAM(1350).jpg,positive,positive,positive,positive
peach (23).jpg,negative,negative,negative,negative
KAM(946).jpg,positive,positive,positive,positive
KAM(78).jpg,positive,positive,positive,positive
avocados (46).jpg,negative,negative,negative,negative
meme98.jpeg,negative,negative,negative,negative
MAMN (294).jpg,neutral,neutral,neutral,neutral
MAMN (554).jpg,neutral,neutral,neutral,neutral
avocados (508).jpg,negative,negative,negative,negative
MAMN (1651).jpg,neutral,neutral,neutral,neutral
KAM (782).jpg,positive,positive,positive,positive
grape (169).jpg,positive,positive,positive,positive
MAMN (991).jpg,neutral,neutral,neutral,neutral
avocados (444).jpg,negative,negative,negative,negative
MAMN (1490).jpg,neutral,neutral,neutral,neutral
KAM(925).jpg,positive,positive,positive,positive
avocados (529).jpg,negative,negative,negative,negative
kiwi (283).jpg,negative,negative,negative,negative
MAMN (553).jpg,neutral,neutral,neutral,neutral
KAM (761).jpg,positive,positive,positive,positive
peach (43).jpg,positive,positive,positive,positive
papaya (83).jpg,negative,negative,negative,negative
MAMN (1748).jpg,neutral,neutral,neutral,neutral
osage (275).jpg,negative,negative,negative,negative
MAMN (731).jpg,neutral,neutral,neutral,neutral
MAMN (893).jpg,neutral,neutral,neutral,neutral
MAMN (1781).jpg,neutral,neutral,neutral,neutral
KAM (519).jpg,positive,positive,positive,positive
peach (31).jpg,negative,negative,negative,negative
MAMN (851).jpg,neutral,neutral,neutral,neutral
avocados (778).jpg,negative,negative,negative,negative
osage (221).jpg,negative,negative,negative,negative
papaya (133).jpg,positive,positive,positive,positive
MAMN (673).jpg,neutral,neutral,neutral,neutral
KAM (133).png,positive,positive,positive,positive
osage (99).jpg,positive,positive,positive,positive
MAMN (741).jpg,neutral,neutral,neutral,neutral
KAM(19).png,positive,positive,positive,positive
avocados (633).jpg,neutral,negative,negative,negative
yellow (286).jpg,negative,negative,negative,negative
yellow (83).jpg,negative,negative,positive,negative
violance (10).jpg,positive,negative,negative,negative
KAM(1170).jpg,positive,positive,positive,positive
avocados (105).jpg,neutral,neutral,neutral,neutral
MAMN (1751).jpg,neutral,neutral,neutral,neutral
MAMN (1458).jpg,neutral,neutral,neutral,neutral
KAM(903).jpg,positive,positive,positive,positive
KAM(628).jpg,positive,positive,positive,positive
papaya (114).jpg,negative,negative,negative,negative
avocados (735).jpg,negative,negative,negative,negative
MAMN (372).jpg,neutral,neutral,neutral,neutral
kiwi (166).jpg,negative,negative,negative,negative
KAM (490).jpg,negative,positive,negative,negative
yellow (218).jpg,negative,negative,neutral,negative
MAMN (1564).jpg,neutral,neutral,neutral,neutral
osage (300).jpg,negative,negative,negative,negative
KAM(300).jpg,positive,positive,positive,positive
MAMN (1608).jpg,neutral,neutral,neutral,neutral
MAMN (1322).jpg,neutral,neutral,neutral,neutral
KAM(323).jpg,positive,positive,positive,positive
avocados (512).jpg,negative,negative,negative,negative
KAM(240).png,positive,positive,positive,positive
KAM(1209).jpg,positive,positive,positive,positive
yellow (244).jpg,negative,negative,negative,negative
KAM(211).jpg,positive,positive,positive,positive
grape (264).jpg,neutral,neutral,neutral,neutral
KAM(213).png,negative,negative,negative,negative
osage (201).jpg,negative,negative,negative,negative
MAMN (63).png,neutral,neutral,neutral,neutral
osage (162).jpg,negative,negative,negative,negative
avocados (263).jpg,negative,negative,negative,negative
MAMN (788).jpg,neutral,neutral,neutral,neutral
MAMN (1068).jpg,neutral,neutral,neutral,neutral
kiwi (5).jpg,positive,negative,negative,negative
osage (355).jpg,negative,negative,negative,negative
peach (36).jpg,negative,negative,neutral,negative
KAM (604).jpg,positive,positive,positive,positive
KAM (162).jpg,positive,positive,positive,positive
MAMN (454).jpg,neutral,neutral,neutral,neutral
KAM (249).jpg,positive,positive,positive,positive
KAM(1102).jpg,positive,positive,positive,positive
grape (36).jpg,negative,negative,negative,negative
KAM(1278)(1).jpg,positive,positive,positive,positive
peach (193).jpg,negative,negative,negative,negative
MAMN (338).jpg,neutral,neutral,neutral,neutral
yellow (194).jpg,negative,negative,negative,negative
KAM(668).jpg,positive,positive,positive,positive
KAM (397).jpg,positive,positive,positive,positive
yellow (7).jpg,negative,negative,negative,negative
MAMN (2010).jpg,neutral,neutral,neutral,neutral
KAM (1).jpg,negative,negative,negative,negative
MAMN (341).jpg,neutral,positive,neutral,neutral
kiwi (307).jpg,neutral,neutral,neutral,neutral
MAMN (1914).jpg,neutral,neutral,positive,neutral
kiwi (82).jpg,negative,negative,negative,negative
KAM(1341).jpg,positive,positive,positive,positive
KAM(991).jpg,positive,positive,positive,positive
KAM (775).jpg,negative,negative,negative,negative
MAMN (1053).jpg,neutral,neutral,neutral,neutral
KAM (259).png,positive,positive,positive,positive
KAM(103)(1).jpg,positive,positive,positive,positive
grape (275).jpg,negative,negative,negative,negative
MAMN (1136).jpg,neutral,neutral,neutral,neutral
avocados (652).jpg,neutral,neutral,neutral,neutral
KAM (48).jpg,negative,negative,negative,negative
MAMN (1973).jpg,neutral,neutral,neutral,neutral
papaya (3).png,positive,positive,positive,positive
cherry (42).jpg,positive,positive,positive,positive
MAMN (1132).jpg,neutral,neutral,neutral,neutral
yellow (267).jpg,negative,negative,positive,negative
papaya (6).png,negative,negative,negative,negative
osage (362).jpg,positive,negative,negative,negative
KAM (776).jpg,positive,positive,positive,positive
osage (292).jpg,negative,negative,negative,negative
MAMN (1840).jpg,neutral,neutral,neutral,neutral
grape (92).jpg,positive,positive,positive,positive
MAMN (584).jpg,neutral,neutral,neutral,neutral
KAM(1139).jpg,positive,positive,positive,positive
KAM(248).png,positive,positive,negative,positive
KAM(295).jpg,neutral,positive,positive,positive
KAM(914).jpg,positive,positive,positive,positive
KAM(497).jpg,positive,positive,neutral,positive
KAM(206).png,negative,positive,positive,positive
dirty (66).jpg,negative,negative,negative,negative
avocados (775).jpg,negative,negative,negative,negative
KAM(443).jpg,negative,negative,positive,negative
KAM (458).jpg,positive,positive,positive,positive
KAM(638).jpg,positive,positive,positive,positive
KAM (661).jpg,negative,negative,negative,negative
KAM (94).jpg,positive,positive,positive,positive
MAMN (582).jpg,neutral,neutral,neutral,neutral
KAM (376).jpg,negative,negative,negative,negative
apple (177).jpg,neutral,positive,positive,positive
apple (169).jpg,positive,positive,negative,positive
KAM(1036)(1).jpg,positive,positive,positive,positive
KAM (435).jpg,negative,negative,negative,negative
grape (24).jpg,neutral,neutral,neutral,neutral
MAMN (1865).jpg,neutral,neutral,neutral,neutral
avocados (495).jpg,negative,negative,negative,negative
KAM(53).jpg,negative,negative,negative,negative
yellow (345).jpg,negative,negative,negative,negative
MAMN (585).jpg,neutral,neutral,neutral,neutral
yellow (458).jpg,negative,negative,negative,negative
MAMN (27).png,neutral,neutral,neutral,neutral
KAM(869).jpg,negative,negative,negative,negative
MAMN (847).jpg,neutral,neutral,neutral,neutral
avocados (594).jpg,negative,negative,negative,negative
yellow (370).jpg,negative,negative,negative,negative
apple (5).jpg,positive,positive,positive,positive
KAM(339).jpg,positive,positive,positive,positive
MAMN (1383).jpg,neutral,neutral,neutral,neutral
KAM(116).jpg,positive,positive,positive,positive
KAM(154).jpg,positive,positive,positive,positive
KAM (93).jpg,positive,positive,positive,positive
apple (35).jpg,positive,positive,neutral,positive
MAMN (2021).jpg,neutral,neutral,neutral,neutral
KAM(538).jpg,positive,positive,positive,positive
avocados (258).jpg,negative,negative,negative,negative
MAMN (1423).jpg,neutral,neutral,neutral,neutral
KAM(1227).jpg,negative,negative,negative,negative
KAM (520).jpg,positive,positive,positive,positive
KAM(897).jpg,positive,positive,positive,positive
MAMN (1856).jpg,neutral,neutral,neutral,neutral
KAM(365).jpg,positive,positive,positive,positive
MAMN (1159).jpg,neutral,neutral,neutral,neutral
osage (202).jpg,negative,negative,negative,negative
KAM (170).jpg,positive,positive,positive,positive
KAM(452).jpg,negative,negative,negative,negative
KAM(1085).jpg,positive,positive,positive,positive
MAMN (1819).jpg,neutral,neutral,neutral,neutral
KAM(315).jpg,negative,negative,negative,negative
grape (263).jpg,negative,negative,negative,negative
KAM (545).jpg,negative,negative,negative,negative
KAM(246).jpg,positive,positive,positive,positive
MAMN (1391).jpg,neutral,neutral,neutral,neutral
KAM(258).png,positive,positive,positive,positive
avocados (32).jpg,negative,negative,negative,negative
osage (181).jpg,negative,negative,negative,negative
MAMN (1113).jpg,neutral,neutral,neutral,neutral
MAMN (547).jpg,neutral,neutral,neutral,neutral
yellow (361).jpg,negative,negative,negative,negative
grape (93).jpg,negative,negative,negative,negative
MAMN (355).jpg,neutral,neutral,neutral,neutral
grape (61).jpg,positive,positive,positive,positive
KAM(525).jpg,positive,positive,positive,positive
yellow (92).jpg,negative,negative,negative,negative
MAMN (386).jpg,neutral,neutral,neutral,neutral
KAM(143).png,positive,positive,positive,positive
MAMN (1875).jpg,neutral,neutral,neutral,neutral
MAMN (1498).jpg,neutral,neutral,neutral,neutral
MAMN (708).jpg,neutral,neutral,neutral,neutral
avocados (214).jpg,negative,negative,negative,negative
KAM(1071).jpg,positive,positive,positive,positive
KAM (255).jpg,positive,positive,positive,positive
MAMN (1271).jpg,neutral,neutral,neutral,neutral
MAMN (8).png,neutral,positive,neutral,neutral
MAMN (2117).jpg,neutral,neutral,neutral,neutral
MAMN (531).jpg,neutral,neutral,neutral,neutral
MAMN (1069).jpg,neutral,neutral,neutral,neutral
MAMN (1432).jpg,neutral,neutral,neutral,neutral
KAM(158).jpg,negative,negative,negative,negative
papaya (109).jpg,neutral,neutral,neutral,neutral
papaya (8).jpg,negative,negative,negative,negative
avocados (746).jpg,negative,negative,negative,negative
KAM(764).jpg,positive,positive,positive,positive
yellow (400).jpg,negative,negative,negative,negative
KAM (132).png,positive,positive,positive,positive
yellow (65).jpg,positive,positive,positive,positive
MAMN (71).png,neutral,neutral,neutral,neutral
MAMN (412).jpg,neutral,neutral,neutral,neutral
avocados (554).jpg,negative,negative,negative,negative
MAMN (69).png,neutral,neutral,neutral,neutral
avocados (582).jpg,neutral,neutral,neutral,neutral
MAMN (1230).jpg,neutral,neutral,neutral,neutral
KAM(1260).jpg,positive,positive,positive,positive
avocados (149).jpg,negative,negative,negative,negative
MAMN (817).jpg,neutral,neutral,neutral,neutral
grape (335).jpg,neutral,neutral,neutral,neutral
violance (61).jpg,negative,negative,negative,negative
MAMN (2005).jpg,neutral,neutral,neutral,neutral
KAM(139).png,negative,negative,negative,negative
MAMN (910).jpg,neutral,neutral,neutral,neutral
osage (4).jpg,positive,positive,positive,positive
MAMN (706).jpg,neutral,neutral,neutral,neutral
osage (265).jpg,negative,negative,negative,negative
MAMN (1436).jpg,neutral,neutral,neutral,neutral
KAM(175).jpg,positive,positive,positive,positive
MAMN (1242).jpg,neutral,neutral,neutral,neutral
meme102.jpeg,negative,negative,negative,negative
yellow (88).jpg,negative,negative,negative,negative
KAM(101).png,positive,positive,positive,positive
dirty (126).jpg,negative,negative,negative,negative
MAMN (477).jpg,neutral,neutral,neutral,neutral
osage (138).jpg,negative,negative,negative,negative
KAM(1252).jpg,positive,positive,positive,positive
cherry (57).jpg,positive,positive,positive,positive
MAMN (1502).jpg,neutral,neutral,neutral,neutral
KAM(161).png,positive,positive,positive,positive
MAMN (1813).jpg,neutral,neutral,neutral,neutral
papaya (97).jpg,negative,negative,negative,negative
KAM(37).jpg,negative,negative,negative,negative
KAM (248).jpg,positive,positive,positive,positive
peach (38).jpg,negative,negative,negative,negative
KAM (279).jpg,positive,positive,positive,positive
MAMN (513).jpg,neutral,neutral,neutral,neutral
MAMN (655).jpg,neutral,neutral,neutral,neutral
KAM(43).png,positive,positive,positive,positive
meme19.jpg,negative,negative,negative,negative
yellow (505).jpg,negative,negative,negative,negative
MAMN (1462).jpg,neutral,neutral,neutral,neutral
MAMN (987).jpg,neutral,neutral,neutral,neutral
osage (295).jpg,negative,negative,negative,negative
KAM (50).png,positive,positive,positive,positive
MAMN (578).jpg,neutral,neutral,neutral,neutral
KAM (569).jpg,positive,positive,positive,positive
KAM(341).jpg,positive,positive,positive,positive
dirty (75).jpg,positive,positive,positive,positive
MAMN (639).jpg,neutral,neutral,neutral,neutral
KAM(346).jpg,positive,positive,positive,positive
MAMN (1054).jpg,neutral,neutral,neutral,neutral
osage (244).jpg,negative,negative,negative,negative
MAMN (365).jpg,neutral,neutral,neutral,neutral
KAM (92).jpg,positive,positive,positive,positive
